Organization Name,Organization Name URL,Industries,Headquarters Location,Description,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,CB Rank (Company),Number of Funding Rounds,LinkedIn,Website,Founders
Rise People,https://www.crunchbase.com/organization/paysavvy,"B2B, Software","Vancouver, British Columbia, Canada",Canada's only all-in-one HR Software. HR + Benefits + Payroll.,15000000,CAD,11331359,Series A,"6,383",6,https://www.linkedin.com/company/10439694/,https://risepeople.com,Faiz Abdulla
TimeSpring Software,https://www.crunchbase.com/organization/timespring-software,"Database, Security, Software","Montréal, Quebec, Canada",A Montreal-based provider of continuous data protection software,14000000,CAD,11306680,Series A,"325,047",1,,http://timespring.com/,
MachineMetrics,https://www.crunchbase.com/organization/machinemetrics,"Industrial Automation, Internet, Manufacturing, Predictive Analytics, Software","Northampton, Massachusetts, United States",Industrial IoT analytics and machine monitoring platform that empowers customers through real-time data.,11300000,USD,11300000,Series A,"7,701",3,https://www.linkedin.com/company/machinemetrics,http://www.machinemetrics.com/,"Bill Bither, Eric Fogg, Jacob Lauzier"
Clarity Technologies,https://www.crunchbase.com/organization/clarity-technologies,"Communications Infrastructure, Enterprise Software, Information Technology, Software, Speech Recognition","Troy, Michigan, United States",A venture backed provider of award winning proprietary software products and algorithms for improved voice communications.,11300000,USD,11300000,Series A,"446,176",1,,http://claritytechinc.com/,
Georges.tech,https://www.crunchbase.com/organization/georges-tech,"Accounting, Artificial Intelligence, FinTech, Software","Paris, Ile-de-France, France",Georges.tech offers an end-to-end  and advanced AI-powered accounting software for freelancers and professionals.,10000000,EUR,11253796,Series A,"10,728",2,https://www.linkedin.com/company/georges.tech,https://www.georges.tech/,"Adrien Plat, Come Fouques, Pablo Larvor, Romain Koenig"
Oration,https://www.crunchbase.com/organization/oration,"Health Care, Hospital, Internet, Software","Foster City, California, United States",Oration focuses on enabling large self Insured employers and state payers such as Medicaid to manage their healthcare,11200000,USD,11200000,Series A,"48,965",3,http://www.linkedin.com/company/oration-health,http://www.oration.com/,"Darin Buxbaum, Pramod John"
Mighty Networks,https://www.crunchbase.com/organization/mightynetworks,"Communities, Private Social Networking, Professional Networking, Software","Palo Alto, California, United States",Mighty Networks is a software company redefining the way influencers are growing their brands and followers.,11000000,USD,11000000,Series A,"2,778",4,https://www.linkedin.com/company/2330778/,http://www.mightynetworks.com,"Gina Bianchini, Matteo Melani"
Viaduct,https://www.crunchbase.com/organization/viaduct-1f61,"Machine Learning, Software","Menlo Park, California, United States","Viaduct’s machine learning solutions allow OEMs to manage, analyze, and utilize the data generated by their connected vehicles.",11000000,USD,11000000,Series A,"4,809",1,https://www.linkedin.com/company/viaduct-ai,http://www.viaduct.ai,
Fairmarkit,https://www.crunchbase.com/organization/fairmarkit,"Enterprise Software, SaaS, Software","Boston, Massachusetts, United States",Fairmarkit is the intelligent sourcing platform that empowers organizations to more efficiently purchase the goods and services they need.,11000000,USD,11000000,Series A,"6,191",2,https://www.linkedin.com/company/fairmarkit/,http://fairmarkit.com/,"Kevin Frechette, Tarek Alaruri, Victor Kushch"
Bigscreen,https://www.crunchbase.com/organization/bigscreen,"Apps, Software, Virtual Reality","San Francisco, California, United States","Bigscreen is a popular VR/AR platform that enables people to work, play, hangout, and collaborate in immersive worlds",11000000,USD,11000000,Series A,"7,449",2,https://www.linkedin.com/company/bigscreen-vr,http://bigscreenvr.com/,Darshan Shankar
test.ai,https://www.crunchbase.com/organization/testai,"Artificial Intelligence, Developer Tools, Mobile, Software, Test and Measurement","San Francisco, California, United States",test.ai provides an AI-powered test automation platform to help organizations deliver quality mobile app experiences at scale,11000000,USD,11000000,Series A,"7,700",4,https://www.linkedin.com/company/test.ai/,https://test.ai,"Jason Arbon, Justin Liu, Ryan Castor"
Chronosphere,https://www.crunchbase.com/organization/chronosphere,"Analytics, Information Technology, Productivity Tools, SaaS, Software","New York, New York, United States",Chronosphere provides an open-source metric data platform for companies.,11000000,USD,11000000,Series A,"8,328",2,https://www.linkedin.com/company/chronosphereio/,http://www.chronosphere.io,"Martin Mao, Rob Skillington"
Sawyer,https://www.crunchbase.com/organization/sawyer,"Children, Education, Mobile, Parenting, Software","Brooklyn, New York, United States","Sawyer is an online marketplace to discover and book activities, camps, and classes.",11000000,USD,11000000,Series A,"9,263",4,https://www.linkedin.com/company/sawyer/,https://www.hisawyer.com/,"Andrew Fernandez, Marissa Evans, Stephanie Choi"
Smash.gg,https://www.crunchbase.com/organization/smash-gg,"Computer, eSports, Internet, Software","San Francisco, California, United States","Smash.gg provides software to improve the Smash experience for streamers, players, tournament attendees, and spectators.",11000000,USD,11000000,Series A,"10,166",3,https://www.linkedin.com/company-beta/18039162/,https://smash.gg/,"Nathan Welch, Richard Klein, Shantanu Talapatra"
buguroo,https://www.crunchbase.com/organization/buguroo,"Cyber Security, Fraud Detection, Software","Madrid, Madrid, Spain",buguroo is specialized in the development of software for online fraud prevention.,11000000,USD,11000000,Series A,"11,084",3,https://es.linkedin.com/company/buguroo-offensive-security,http://buguroo.com/,Pablo de la Riva
The/Studio,https://www.crunchbase.com/organization/the-studio,"Fashion, Lifestyle, Manufacturing, Software, Supply Chain Management","South Pasadena, California, United States","On-demand product creation and manufacturing platform to help entrepreneurs, businesses and organizations easily bring products to market.",11000000,USD,11000000,Series A,"12,053",2,https://www.linkedin.com/company/thestudio-com/,http://thestudio.com,Joseph Heller
Pearl,https://www.crunchbase.com/organization/pearl-080d,"Artificial Intelligence, Computer Vision, Dental, Health Care, Image Recognition, Software","West Hollywood, California, United States",Pearl is a computer vision company focusing on solving challenging problems in the dental industry.,11000000,USD,11000000,Series A,"12,407",1,https://www.linkedin.com/company/hellopearl,https://hellopearl.com/,"Cambron Carter, Ophir Tanz"
Revenue Analytics,https://www.crunchbase.com/organization/revenue-analytics-inc,"Analytics, Business Intelligence, Consulting, Information Technology, Management Consulting, Software","Atlanta, Georgia, United States",Revenue Analytics is a tech-enabled consulting firm that focuses on revenue management and pricing analytics.,11000000,USD,11000000,Series A,"12,980",1,https://www.linkedin.com/company/639930,http://revenueanalytics.com,"Dax Cross, Zach Cross"
Higg Co,https://www.crunchbase.com/organization/higg-co,"Consumer Goods, E-Commerce, Information Technology, Software","San Francisco, California, United States",Higg Co is a comprehensive supply chain measurement and improvement system for consumer products.,11000000,USD,11000000,Series A,"14,915",1,https://www.linkedin.com/company/higg-co,http://www.higg.com,
Active Navigation,https://www.crunchbase.com/organization/active-navigation,"Information Technology, Privacy, Software","Reston, Virginia, United States",Active Navigation is a data privacy and governance software company.,11000000,USD,11000000,Series A,"15,223",2,http://www.linkedin.com/company/active-navigation,http://www.activenavigation.com/,Peter Baumann
Remote,https://www.crunchbase.com/organization/remote-d596,"Financial Services, Human Resources, Internet, Payments, Recruiting, Software","San Francisco, California, United States","Remote takes care of global payroll, benefits, compliance and taxes, so you can focus on people.",11000000,USD,11000000,Seed,"18,700",1,https://www.linkedin.com/company/remote.com/,https://www.remote.com,"Job van der Voort, Marcelo Lebre"
Solebit,https://www.crunchbase.com/organization/solebit-labs,"Computer, Cyber Security, Information Technology, Network Security, Real Time, Software","San Francisco, California, United States",Solebit takes a non-behavioral approach to detecting and preventing APTs and zero-day attacks.,11000000,USD,11000000,Series A,"22,409",3,https://www.linkedin.com/company/solebit-labs,http://www.solebit.io,"Boris Vanyberg, Meni Farjon, Yossi Sara"
Riivos (formerly Alight Inc.),https://www.crunchbase.com/organization/alight-inc,"Business Intelligence, Enterprise Software, Financial Services, SaaS, Software","San Francisco, California, United States",Vertical SaaS tailored to industries | Used by enterprises to create value | Pioneer in continuous value chain management,11000000,USD,11000000,Series A,"23,497",1,https://www.linkedin.com/company/riivos,http://www.riivos.com,"Jared Huff, Michele McGovern, Rand Heer, Steve Warren"
Josh.ai,https://www.crunchbase.com/organization/jstar-llc,"Artificial Intelligence, Computer, Smart Home, Software","Denver, Colorado, United States",Josh.ai is an AI platform that provides smart home automation space services.,11000000,USD,11000000,Series A,"50,649",2,https://www.linkedin.com/company/jstar-llc,https://www.josh.ai/,"Alex Capecelatro, Tim Gill"
Solo.io,https://www.crunchbase.com/organization/solo-io,"Apps, Cloud Computing, Internet, Software","Cambridge, Massachusetts, United States",Solo.io develops tools to help the enterprise adopt and make the most of innovative cloud technologies.,11000000,USD,11000000,Series A,"52,499",2,https://www.linkedin.com/company/solo.io/,https://www.solo.io/,Idit Levine
iStor Networks,https://www.crunchbase.com/organization/istor-networks,"Enterprise Applications, Information Technology, Software","Irvine, California, United States","Provides ultra-fast, high-availability network storage solutions for SAN and NAS storage networking applications.",11000000,USD,11000000,Series A,"213,264",1,https://www.linkedin.com/company/istor-networks-inc./,http://www.istor.com,
PlayPlay,https://www.crunchbase.com/organization/playplay,"Internet, SaaS, Software, Video","Paris, Ile-de-France, France",The video creation tool designed for communication professionals - B2B SaaS,10000000,EUR,10845704,Series A,"7,549",2,https://www.linkedin.com/company/playplay/,https://playplay.com,"Clément Moracin, Thibaut Machet"
MDBox,https://www.crunchbase.com/organization/reliant-immune-diagnostics,"Artificial Intelligence, Biotechnology, Health Care, Machine Learning, Medical Device, Software","Austin, Texas, United States","A complete consumer-driven health telemedicine platform that provides testing, diagnosis, and monitoring solutions.",10800000,USD,10800000,Seed,"7,374",2,,https://www.mdbox.com/,"Henry Legere, III, Jovan Hutton Pulitzer"
Run The World,https://www.crunchbase.com/organization/run-the-world,"Events, Information Technology, Internet, Software","Mountain View, California, United States",Run The World is a digital event platform that is designed to host all types of events from cocktail parties to global conferences.,10800000,USD,10800000,Series A,"28,823",2,https://www.linkedin.com/company/runtheworld365/,https://www.runtheworld.today/,"Xiaoyin Qu, Xuan Jiang"
Mixhalo,https://www.crunchbase.com/organization/mixhalo,"Audio, Consumer Electronics, Enterprise Software, Media and Entertainment, Music, Music Streaming, Software","San Francisco, California, United States",Mixhalo is a real-time audio platform that delivers an immersive experience for live events.,10700000,USD,10700000,Series A,"11,027",3,https://www.linkedin.com/company/mixhalo/?originalSubdomain=ph,https://www.mixhalo.com,"Ann Marie Simpson, Mike Einziger"
