Organization Name,Organization Name URL,Industries,Description,CB Rank (Company),LinkedIn,Website,Founders,Headquarters Location
Vinalia Technologies Inc.,https://www.crunchbase.com/organization/vinalia-technologies-inc,"Biotechnology, Electronics, Hardware, Information Technology",Vinalia Technologies is an advanced technology research building company that's in high hopes of developing strategies for change.,"951,060",,http://www.vinaliatech.com,,"Fort Lauderdale, Florida, United States"
Laburnum Press,https://www.crunchbase.com/organization/laburnum-press,Manufacturing,Private and Commercial Printing Services in the UK.,"951,053",,http://www.laburnumpress.co.uk/,,"London, England, United Kingdom"
Advecti,https://www.crunchbase.com/organization/advecti,Information Technology,Advecti,"950,933",https://www.linkedin.com/company/advecti-limited/,,,"Birmingham, Birmingham, United Kingdom"
SMITHub,https://www.crunchbase.com/organization/smithub,"Contact Management, SEO, Web Development","Smithub is an IT firm that offers services in website development, SEO promotion, and content management.","950,923",https://www.linkedin.com/in/smithub/,http://smithub.com,,"Rovno, Rivnens'ka Oblast', Ukraine"
"Zervos & Calta, Personal Injury Law",https://www.crunchbase.com/organization/zervos-calta-personal-injury-law-new-port-richey,Legal,Personal Injury Attorney,"950,880",,https://www.zervosinjurylaw.com/personal-injury-lawyer-new-port-richey/,,"New Port Richey, Florida, United States"
Thrive The Magazine,https://www.crunchbase.com/organization/thrive-the-magazine,,Brighton,"950,862",,,,"Brighton, East Sussex, United Kingdom"
Unique Medical Services,https://www.crunchbase.com/organization/unique-medical-services,"Health Care, Medical",Unique Medical Services is a health care company.,"950,858",,,,"North Miami Beach, Florida, United States"
Nobone,https://www.crunchbase.com/organization/nobone,"Internet, Marketplace","Nobone is a marketplace application specializing in the purchase and sale of video games, as well as other products related to the sector.","950,824",,https://www.nobone.es/,,"Catalina, Covasna, Romania"
Dungeon,https://www.crunchbase.com/organization/dungeon,"Casual Games, E-Commerce, Retail",Dungeon is an e-commerce website that offers a wide range of board games and accessories to its customers.,"950,779",,http://dungeon.com.ua,,"Kyiv, Kyyiv, Ukraine"
Coudreuse Consulting,https://www.crunchbase.com/organization/coudreuse-consulting,"Digital Marketing, Freelance, Marketing, UX Design, Web Design","Freelance en Communication, Marketing & Design","950,720",https://www.linkedin.com/company/11208162/,http://www.coudreuse-consulting.com,Guillaume Coudreuse,"Pruillé-le-chétif, Pays de la Loire, France"
Yolea,https://www.crunchbase.com/organization/yolea,"Property Management, Real Estate",Yolea is the 1st & Only Pay Monthly Estate Agency.,"950,517",,https://www.yolea.co.uk/,,"London, England, United Kingdom"
Moberce,https://www.crunchbase.com/organization/moberce,"E-Commerce, Mobile, Retail",A mobile centric ecommerce cart abandonment startup. Helping retailers to retarget customers through SMS text.,"950,498",,http://moberce.co,Steve Pritchard,"Leeds, Leeds, United Kingdom"
Drafftboard.com,https://www.crunchbase.com/organization/drafftboard-com,Fantasy Sports,A multi-screen web based application to help create rich experiences for groups that get together to conduct their fantasy draft.,"950,466",,https://www.drafftboard.com,Angelo Calub,"Folsom, California, United States"
Plib Consultores,https://www.crunchbase.com/organization/plib-consultores,"Accounting, Business Development, Events","Plib Consultores focuses on business development, accounting, human resources, event organization, translations, and marketing services.","950,344",https://www.linkedin.com/company/plib---consultores-lda.,http://plib-consultores.pt/,,"Lisbon, Lisboa, Portugal"
DIMENSIONS Dermatology and Cosmetic Services,https://www.crunchbase.com/organization/dimensions-dermatology-and-cosmetic-services,"Cosmetics, Health Care, Medical","Buyer, dermatology practices in the Southwest United States","950,286",,,,"Scottsdale, Arizona, United States"
Zeenka Infotech,https://www.crunchbase.com/organization/zeenka-infotech,,Zeenka Infotech is a Dating solutions for people looking for serious relationship.,"950,276",,http://www.zeenka.com/,,"London, England, United Kingdom"
Loiter,https://www.crunchbase.com/organization/loiter,Social,Loiter with your friends,"950,238",,https://loiter.com,Peter Vujanovic,"Paris, Ile-de-France, France"
Transcontinental Gold Corp,https://www.crunchbase.com/organization/transcontinental-gold-corp,Mining,Transcontinental Gold Corp. focuses on identification and evaluation of assets and businesses.,"949,931",,,,"Vancouver, British Columbia, Canada"
Joyin,https://www.crunchbase.com/organization/joyin,"Location Based Services, Social Media",events,"949,865",,http://www.letsjoyin.com,,"Istanbul, Istanbul, Turkey"
Wall & Broadway,https://www.crunchbase.com/organization/wall-broadway,"Communities, Public Relations","Wall & Broadway straightforward, bespoke and modular public relations services for start-ups who understand the power of customer.","949,777",https://www.linkedin.com/company/wall-&-broadway,http://www.wallbroadway.com/,,"Rancho Santa Fe, California, United States"
Day Digital S.A,https://www.crunchbase.com/organization/day-digital-s-a,"Collaboration, Internet, Software",Day Digital S.A is an enterprise and Team collaboration and Human Resources Software. ,"949,750",https://www.linkedin.com/company/11002621,https://daydigital.ch,,"Geneva, Geneve, Switzerland"
Lorin McLachlan Consultants,https://www.crunchbase.com/organization/lorin-mclachlan-consultants,"B2B, Consulting, Information Technology",Lorin McLachlan Consultants offers complete business consulting services for small and medium-sized businesses,"949,745",https://www.linkedin.com/company/lorinmclachlanconsultants/,http://lorin-mclachlan-consultants.com/,,"Winnipeg, Manitoba, Canada"
Limeware,https://www.crunchbase.com/organization/limeware,"Apps, Casual Games, Software",Limeware specializes in developing user-friendly games that are affordable to use.,"949,732",https://www.linkedin.com/company/limeware,http://limeware.io,,"Mariehamn, Aland, Finland"
Access Insurance Brokers,https://www.crunchbase.com/organization/access-insurance-brokers,"Commercial Insurance, Insurance, Risk Management",Access Insurance Brokers is provides personal and commercial insurance solutions.,"949,713",,,,"Ottawa, Ontario, Canada"
JuiceRound,https://www.crunchbase.com/organization/juiceround,Food and Beverage,JuiceRound is a venture created by the Blake family.,"949,669",,,,"London, England, United Kingdom"
G²S Global,https://www.crunchbase.com/organization/g2s-global,"Information Technology, Security",G²S Global is a security advisory specializing in business threat intelligence and cyber monitoring solutions.,"949,568",,,,"Indianapolis, Indiana, United States"
The Qwic Store,https://www.crunchbase.com/organization/the-qwic-store,Grocery,"Convenience Store in  Macon, GA","949,502",,http://theqwicstore.com,,"Macon, Georgia, United States"
Psi Fluid Power,https://www.crunchbase.com/organization/psi-fluid-power,"Industrial, Industrial Automation, Industrial Design",Psi Fluid Power is an industrial automation company located in Richmond.,"949,494",https://www.linkedin.com/company/psi-fluidpower-ltd,https://www.psifluidpower.ca,,"Richmond, British Columbia, Canada"
Consulting Insights,https://www.crunchbase.com/organization/consulting-insights,"Consulting, Information Technology",Consulting Insights are a specialist Management Consultancy and Digital Information Advisory service provider.,"949,486",https://www.linkedin.com/company/consultinginsights/,,,"London, England, United Kingdom"
Brainithing,https://www.crunchbase.com/organization/brainithing,Information Technology,WE INNOVATE & VISUALIZE YOUR DIGITAL SUCCESS,"949,428",,http://brainithing.com/,,"Joliette, Quebec, Canada"
Competent Removals,https://www.crunchbase.com/organization/competent-removals,Transportation,"Competent Removals is one of the top removal companies in London, known for its unmatched and reliable services.","949,414",,http://www.london-moves.com/,,"Tottenham, Haringey, United Kingdom"
PASSENGER PIGEON X,https://www.crunchbase.com/organization/passenger-pigeon-x,"Collaboration, Coworking, Professional Networking, Social Network","Digital co-roosting space for itinerant artists, entrepreneurs, and developers. Join the flock - Nantes + Philadelphia!","949,411",,,"Fanny Moinel D'Onofrio, Mark D'Onofrio","Rezé, Pays de la Loire, France"
ICT Kaisha GCV,https://www.crunchbase.com/organization/ict-kaisha-gcv,"Information Technology, IT Infrastructure","ICT provides advice, installation, implementation, support, and maintenance of IT infrastructure to SMEs.","949,380",https://www.linkedin.com/company/ictkaisha,http://www.ictkaisha.be,,"De Klinge, Oost-Vlaanderen, Belgium"
Innovation Construction pour l’Avenir,https://www.crunchbase.com/organization/innovation-construction-pour-l-avenir,Construction,InCa is one of the regional leaders in the constructions.,"949,283",,,,"Franceau, Bourgogne, France"
SixtyOneSixty Apps Pty Ltd,https://www.crunchbase.com/organization/sixtyonesixty-apps-pty-ltd,"Android, Apps, iOS, Mobile Apps, Software, Web Design","Small app development company from Fremantle, WA, Australia","949,218",,,,"Fremantle, Western Australia, Australia"
Seb-Web IT,https://www.crunchbase.com/organization/seb-web-it,"Technical Support, Web Design, Web Development",Seb-Web specializes in website design according to the customer's requirements.,"949,217",,http://www.seb-web.be,,"Kontich, Antwerpen, Belgium"
IT Success,https://www.crunchbase.com/organization/it-success,"Information Services, Information Technology",IT Success is a positive minded IT Consultancy company,"949,162",https://www.linkedin.com/company/it-success/,http://www.itsuccess.co.uk/,,"Wallsend-on-tyne, North Tyneside, United Kingdom"
"Ecobots, Inc",https://www.crunchbase.com/organization/ecobots-inc,"Computer, Food and Beverage, Internet",Smart Kitchen device that helps you save food and money by making your fridge smart,"949,053",,https://www.ecobots.co/,,"San Francisco, California, United States"
VWCP Ltd,https://www.crunchbase.com/organization/vwcp-ltd,Trading Platform,SaaS Auction Platform,"948,944",https://www.linkedin.com/company/vwcp-ltd/,,Jamie West,"South Molton, Devon, United Kingdom"
Miaus,https://www.crunchbase.com/organization/miaus,"Internet, Mapping Services, Marketplace, Real Estate, Search Engine","Miaus is an online real estate marketplace for finding and sharing information about homes, real estate, and mortgages.","948,884",,http://miaus.it/,"Houssem Eddine Berrehouma, Wahid Ben Ammar","Rome, Lazio, Italy"
Pyrus Consulting Group,https://www.crunchbase.com/organization/pyrus-consulting-group,"Enterprise Resource Planning (ERP), Information Services, Management Consulting",Pyrus Consulting Group offers enterprise resource planning solutions services.,"948,861",https://www.linkedin.com/company/pyruscg/,https://www.pyruscg.com/,,"Jacksonville, Florida, United States"
Exquisitetrips.co.uk,https://www.crunchbase.com/organization/exquisitetrips-co-uk,"Tourism, Travel","Exquisitetrips.co.uk is an holiday comparison site, to help you find great affordable package deals to beautiful destinations .","948,806",,http://www.exquisitetrips.co.uk,,"London, England, United Kingdom"
Semblance Hair,https://www.crunchbase.com/organization/semblance-hair,Chemical,Semblance Hair Extension Collection is premium 100% virgin human hair,"948,777",,http://semblancehair.com.uk/,,"London, England, United Kingdom"
Unlock Solutions Canada,https://www.crunchbase.com/organization/unlock-solutions,Mobile,Unlock Solutions Canada is a telecommunications industry.,"948,715",,http://www.unlocksolutionscanada.net,Justin Clark,"Maple Ridge, British Columbia, Canada"
MunchCoin,https://www.crunchbase.com/organization/munchcoin,"Blogging Platforms, Food and Beverage",MunchCoin offers blockchain-based food rewards system.,"948,705",https://www.linkedin.com/company/munchcoin,https://www.munchcoin.co/,,"New York, New York, United States"
